"ensembl_gene_id","sample.shrubr5_3_jw","sample.shrubr5_2_jw","sample.shrubr5_1_jw","sample.jw23.3_3","sample.jw23.3_2","sample.jw23.3_1"
"ENSMUSG00000037773",591.93052827728,572.347359873713,629.152393529898,441.731562388124,394.293905744572,412.684910081128
"ENSMUSG00000037784",2820.42910591932,3023.03469169661,2969.36410030466,3763.99835513914,4178.8777288077,3645.10263434923
"ENSMUSG00000037787",591.93052827728,694.621568574006,623.272464618403,305.31446223885,211.494574779433,272.877369114868
"ENSMUSG00000037788",2474.67529267324,2596.37575069984,2450.95036794124,2627.18918722852,2665.46931430562,2762.46225523694
"ENSMUSG00000037791",6804.43504468276,6476.63069275277,6877.55685014458,7095.54522273024,7737.08796178027,7863.75307230101
"ENSMUSG00000037795",1401.45545635742,1462.08734658649,1482.7220738485,973.479850725087,1063.84959474479,1061.18976878004
"ENSMUSG00000037805",41825.1472807512,43956.2772383012,43706.4915872896,33515.9182924569,34093.1380118062,29140.6079363409
"ENSMUSG00000037808",1320.31856151568,1492.00550403443,1526.82154068471,1389.22720356097,1451.76677964174,1478.92796347441
"ENSMUSG00000037815",26710.6345859701,26860.0014409825,25538.4912389239,24038.1778582764,23163.4384789837,24483.1639511396
"ENSMUSG00000037816",524.623785965378,551.534728605578,540.953459857482,505.764078784721,413.424068287435,434.582476738494
"ENSMUSG00000037818",188.090074405865,226.337365040968,168.557962129505,263.55412545846,307.14538749375,272.035155012662
"ENSMUSG00000037820",237.8786235133,317.392626839059,222.45731048487,204.161646481906,142.413432263538,180.233817872166
"ENSMUSG00000037822",1281.59413443212,1372.33287424265,1261.24475151554,814.790570959606,838.538791462175,752.097193270301
"ENSMUSG00000037824",1898.41893726312,2099.47417917312,1951.15641046422,1657.42136643947,1477.27366303222,1315.53842764637
"ENSMUSG00000037826",335.611701390857,323.896574110351,342.995853170505,836.134743091805,697.188146006574,916.328943200546
"ENSMUSG00000037827",123.549362599931,89.7544723438323,138.178329420118,114.144920533066,179.610970541328,149.07189609053
"ENSMUSG00000037833",81.1368948417456,59.8363148958882,55.8593246591965,179.105444413672,205.117853931812,224.871165289104
"ENSMUSG00000037845",27.660305059686,41.62526253627,26.4596801017247,31.5522544562945,21.255736158737,17.6864961463341
"ENSMUSG00000037846",35.0363864089356,26.0157890851688,35.2795734689662,63.1045089125891,29.7580306222318,63.1660576654788
"ENSMUSG00000037847",444.408901292288,422.756572633993,343.975841322421,535.460318272999,512.263241425562,561.756806171658
"ENSMUSG00000037849",236.034603175987,171.704207962114,200.897571142724,9.28007484008663,4.2511472317474,1.68442820441277
