"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046628","positive regulation of insulin receptor signaling pathway","either",0.05,"opposite direction",-3.26892291913069,3.26892291913069,1.3256327190245,-1.94329020010619,0.506264931012627,0.0163725618291495,"15925/11964/69178/20779/74143/22724/108664/227358/66144/20411/66290/93759/72674","21871/74143/56278/237542/108664/66144/18479/11984/19246/114143/16367/11964/66335/13033/73834/11972","GO:0046628","GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway","positive regulation of insulin receptor signaling pathway","positive regulation of insulin receptor signaling pathway",1.12226736299977,0.576297223739183,-1.7858833608315,0.239353472588794,0.295622155163407,TRUE,FALSE,FALSE,"15925/11606/66144/20779/11972/114143/108664/20411/22724/93759/66290/16367/69178",-0.20336535602473,-3.26892291913069,3.06555756310596,0.20336535602473,3.26892291913069,3.06555756310596,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046479","glycosphingolipid catabolic process","either",0.05,"opposite direction",-3.24858859479758,3.24858859479758,1.32379412461834,-1.92479447017924,0.578427259259259,0.0271960256733169,"14420/18010/14667/19156/15211/14466","50877/230101/15212/18010/19156/14420/14466/11605/15211","GO:0046479","GO:0046479","GO:0046479","glycosphingolipid catabolic process","glycosphingolipid catabolic process","glycosphingolipid catabolic process",1.39543766936514,0.383984939657781,-1.56549455751945,0.415685808840243,0.23775124844707,TRUE,FALSE,FALSE,"14667/18010",0.0716435447468,-3.24858859479758,3.32023213954438,0.0716435447468,3.24858859479758,3.32023213954438,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0034341","response to type II interferon","either",0.05,"opposite direction",3.23919334397978,3.23919334397978,-1.27147858830948,1.9677147556703,0.506739913760596,0.00051046150224012,"16161/13144/15979/56699/22418/55943/22059/19014/11898/68713/56517/20913/14528/360013/72508/16362/19261/20296","55932/66141/15944/547253/54396/236573/80285/69550/229900/109168/16423/20684/16145/14469/22793/22059/20846/17250/80876/213002/11898/24088/22352/107508/12332/21822/14026/14468/68713/52055/53330/16451/14433/21898/434341/17472/20913/104252/17913/74117/20821/16558/12540","GO:0034341","GO:0034341","GO:0034341","response to type II interferon","response to type II interferon","response to type II interferon",-1.24891891024896,0.40112281424635,3.29203700577126,-0.396722636398989,-0.295214886821851,TRUE,FALSE,FALSE,"56699/14528/19014/13144/16362/11465/16161/12332/20913/12315/15980/17470/15979/56517/22418/72508/68713/11898/20296/19261",0.02255967806052,3.23919334397978,-3.21663366591926,0.02255967806052,3.23919334397978,3.21663366591926,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0008038","neuron recognition","either",0.05,"opposite direction",3.22746474022503,3.22746474022503,-2.03925059278377,1.18821414744126,0.0451519277102368,0.570400662976361,"14042/13838/235472/22418/12569/319504/20346/22631/13845/17967/14432/67784/19876/268902/13723","14432/20356/20346/18186/68585/269878/22631/11820","GO:0008038","GO:0008038","GO:0008038","neuron recognition","neuron recognition","neuron recognition",-1.80554738587327,0.0438540826861125,0.243819978375672,-1.3579899688769,-1.34532370324534,FALSE,TRUE,TRUE,"319504/68585/18186/11820/12569/20356/13845/67784/15228/14432/14042/22418/22631/13723/268902/19876/17967",0.2337032069105,3.22746474022503,-2.99376153331453,0.2337032069105,3.22746474022503,2.99376153331453,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:1900078","positive regulation of cellular response to insulin stimulus","either",0.05,"opposite direction",-3.21806715468713,3.21806715468713,1.3377071823813,-1.88035997230583,0.506264931012627,0.0242887945400043,"15925/11964/69178/20779/74143/22724/26379/108664/227358/66144/20411/66290/93759/72674","21871/74143/239126/17918/56278/237542/108664/66144/18479/11984/19246/114143/16367/11964/66335/13033/73834/11972","GO:1900078","GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","positive regulation of cellular response to insulin stimulus","positive regulation of cellular response to insulin stimulus",1.15583914843043,0.557376964366552,-1.61459403882251,0.253850984053324,0.295622155163407,TRUE,FALSE,FALSE,"15925/11606/66144/26379/20779/11972/114143/108664/20411/22724/93759/66290/16367/69178",-0.18186803395087,-3.21806715468713,3.03619912073626,0.18186803395087,3.21806715468713,3.03619912073626,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0019079","viral genome replication","either",0.05,"opposite direction",3.21126890067075,3.21126890067075,-0.81175447226555,2.3995144284052,0.923401996177532,7.41857142857143e-08,"73683/18521/21357/268373/110532/19062/52513/21973/73158/80287/18673/68713/20307/18128","23962/66141/246730/100038882/20587/20568/69550/229900/246728/71586/19358/23960/246727/21974/15364/80287/80876/226691/213002/19106/78781/17858/13194/23961/52513/56491/268373/30960/58185/68713/231655","GO:0019079","GO:0019079","GO:0019079","viral genome replication","viral genome replication","viral genome replication",1.05210664726821,0.664927475738287,7.1296797174192,0.177225721019153,-0.034609190941527,TRUE,FALSE,FALSE,"80750/226026/71586/107373/231655/12043/19106/246728/110355/114643/23961/18983/78781/226691/94088/246727/17858/58185/230738/98999/269523/13194/19358/72179/246730/23962",1.86386111953376,3.21126890067075,-1.34740778113699,1.86386111953376,3.21126890067075,1.34740778113699,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0038020","insulin receptor recycling","either",0.05,"opposite direction",-3.18788926633176,3.18788926633176,1.10991792553871,-2.07797134079305,0.696218535688288,0.0125989231512072,"15925/11964/108664/66144/66290","108664/66144/11984/19246/114143/11964/66335/13033/73834/11972","GO:0038020","GO:0038020","GO:0038020","insulin receptor recycling","insulin receptor recycling","insulin receptor recycling",1.14740092736466,0.589557223036005,-1.89966657309467,0.229474035449855,0.157254418512256,TRUE,FALSE,FALSE,"15925/66144/11972/114143/108664/66290",0.03748300182595,-3.18788926633176,3.22537226815771,0.03748300182595,3.18788926633176,3.22537226815771,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0006575","modified amino acid metabolic process","either",0.05,"opposite direction",3.14028987915349,3.14028987915349,-1.26036646005072,1.87992341910277,0.506739913760596,0.000408766823158109,"14431/18023/108037/54381/107885/20520/218442/112406/213696/65106/56615/216188/12896/83429/270685/18618/107375/14629/193742/211666/14462/14860/52466/14854/22171/240334/20425/14863/68312/18453/19014/18984/11898/75475/18452/12894/107747/207182/218476/14528/223921/110695/14862/192166","107869/26570/270685/243853/17768/50527/192166/14873/66811/56693/14381/110695/18451/69065/108037/14782/218476/74114/14874/107747/216188/17250/211666/108147/14870/54381/11898/112406/13038/67096/15926/193742/14431/232223/68312/12955/13039/75475/269378/53381/14629/108156/18618/14854/78070/22171/109801/18024/14869/19210/27388/20425/14287","GO:0006575","GO:0006575","GO:0006575","modified amino acid metabolic process","modified amino acid metabolic process","modified amino acid metabolic process",-1.47331392049914,0.113929774714634,3.38852436019249,-0.943362761395806,-0.295214886821851,TRUE,FALSE,FALSE,"67096/26570/13039/108156/14854/207182/112406/22171/100039707/18023/107375/27388/12896/14860/14381/14874/56693/12894/210009/20425/216188/78070/56615/14866/54381/14528/19014/240334/218476/65106/14431/211666/107869/14462/18618/14865/270685/17986/193742/107747/72472/14863/68312/18452/18984/18453/223921/75475/14862/11898/192166",-0.21294746044842,3.14028987915349,-3.35323733960191,0.21294746044842,3.14028987915349,3.35323733960191,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0019377","glycolipid catabolic process","either",0.05,"opposite direction",-3.13928191965734,3.13928191965734,1.15525953432937,-1.98402238532797,0.663560411311054,0.0131079100101473,"14420/18010/14667/19156/15211/14466","50877/230101/15212/18010/17939/19156/14420/14466/11605/15211","GO:0019377","GO:0019377","GO:0019377","glycolipid catabolic process","glycolipid catabolic process","glycolipid catabolic process",1.26590510042773,0.506304135834337,-1.88246654884525,0.295588524987849,0.178119532325231,TRUE,FALSE,FALSE,"14667/18010",0.11064556609836,-3.13928191965734,3.2499274857557,0.11064556609836,3.13928191965734,3.2499274857557,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071346","cellular response to type II interferon","either",0.05,"opposite direction",3.13244147496017,3.13244147496017,-1.19524922796305,1.93719224699712,0.591879175619563,0.00109736664179797,"16161/13144/15979/56699/22418/55943/22059/19014/11898/20913/360013/72508/16362/19261/20296","55932/15944/547253/54396/236573/80285/229900/109168/16423/16145/14469/22793/22059/20846/17250/11898/24088/22352/107508/12332/14026/14468/52055/53330/16451/14433/21898/434341/17472/20913/104252/17913/74117/16558/12540/227753/11465/22121","GO:0071346","GO:0071346","GO:0071346","cellular response to type II interferon","cellular response to type II interferon","cellular response to type II interferon",-1.28245761843503,0.383684893608177,2.95964824580138,-0.416025299451046,-0.22776693975886,TRUE,FALSE,FALSE,"56699/19014/13144/16362/11465/16161/12332/20913/12315/15980/17470/15979/22418/72508/11898/20296/19261",-0.08720839047198,3.13244147496017,-3.21964986543215,0.08720839047198,3.13244147496017,3.21964986543215,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140888","interferon-mediated signaling pathway","either",0.05,"opposite direction",3.13239282929496,3.13239282929496,-0.804710335137714,2.32768249415725,0.919226889200016,5.79630247270525e-07,"193670/15979/338364/22418/22059/19014/211007/72512/68713/16362","23962/54123/24110/66141/15944/246730/547253/54396/100038882/58203/80285/246728/71586/16145/23960/246727/22059/20846/20847/80876/213002/13194/23961/99375/26987/78308/68713/231655/16179/17874/14082/16451/208727/434341","GO:0140888","GO:0140888","GO:0140888","interferon-mediated signaling pathway","interferon-mediated signaling pathway","interferon-mediated signaling pathway",0.736643404364429,0.991459043350607,6.23684895950189,0.0037252215637864,-0.0365772801635612,TRUE,FALSE,FALSE,"71586/231655/246728/338467/114643/23961/18983/99375/94088/56045/246727/13194/66743/547253/246730/23962/268721/54123/17874/100502841/24110/56417/100038882/208727/20847/227331/56480/66520",1.54135373950214,3.13239282929496,-1.59103908979282,1.54135373950214,3.13239282929496,1.59103908979282,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0070206","protein trimerization","either",0.05,"opposite direction",3.09366073100833,3.09366073100833,-1.16533149358437,1.92832923742396,0.656565373663819,0.0403814104010516,"16149/71701/11690/20481/18439/12843","12843/228139/20514/71701/74568/69675/11820/11690/20481/69634","GO:0070206","GO:0070206","GO:0070206","protein trimerization","protein trimerization","protein trimerization",-1.28600621778732,0.49241394404387,1.39381851652916,-0.307669657333809,-0.182722025084088,TRUE,FALSE,FALSE,"16149/11690/11820/18439/12843",-0.12067472420295,3.09366073100833,-3.21433545521128,0.12067472420295,3.09366073100833,3.21433545521128,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0060333","type II interferon-mediated signaling pathway","either",0.05,"opposite direction",3.07176450273198,3.07176450273198,-1.14674053833977,1.92502396439221,0.679625378644453,0.029230504233604,"225326/54721/15979/22059/19014/16362","15944/547253/54396/80285/16145/22059/20846","GO:0060333","GO:0060333","GO:0060333","type II interferon-mediated signaling pathway","type II interferon-mediated signaling pathway","type II interferon-mediated signaling pathway",-1.28015320193307,0.4691493330846,1.5341636928881,-0.328688896705566,-0.167730412028635,TRUE,FALSE,FALSE,"19014/16362/15980/15979",-0.1334126635933,3.07176450273198,-3.20517716632528,0.1334126635933,3.07176450273198,3.20517716632528,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0050768","negative regulation of neurogenesis","either",0.05,"opposite direction",3.04579372035248,3.04579372035248,-1.81526065307045,1.23053306728203,0.0451519277102368,0.44984002627979,"29869/20563/13643/235106/18109/230674/21648/213084/74498/20356/21803/76441/50849/56741/12387/15205/20983/217166/22422/12704/216858/94091/13841/235472/12257/22418/20481/22084/20660/228357/20346/18846/15904/15982/235402/107503/239667/17756/18015/15901/20666/14168/18128/103743","20563/235106/227292/18846/15901/20356/21838/20346/18186/29869/12568/15364/12257/73181/15902/19242/68585/76893","GO:0050768","GO:0050768","GO:0050768","negative regulation of neurogenesis","negative regulation of neurogenesis","negative regulation of neurogenesis",-2.19021904530089,2.01996679648235e-05,0.346941904127038,-4.69465576927764,-1.34532370324534,FALSE,TRUE,TRUE,"15205/68585/20187/50849/74498/18186/18015/14102/213084/320840/20563/14083/21838/29869/19055/216190/20356/83433/20983/217166/12257/56741/18846/12387/216858/15901/15982/107503/235106/18128/22418/239667/17756/235402/13841/20660/14168/20666/15904/103743",-0.37495839223044,3.04579372035248,-3.42075211258292,0.37495839223044,3.04579372035248,3.42075211258292,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0042742","defense response to bacterium","either",0.05,"opposite direction",3.03691233474199,3.03691233474199,-0.9391802606515,2.09773207409049,0.820252715164389,2.54952789498714e-06,"20737/19946/14824/17101/106025/19376/12608/230979/100952/100689/106869/192656/18129/240334/67067/71856/140792/19324/331004/69146/22631/14000/21425/18439/269855/11826/246707","55932/672511/16859/15944/246730/54396/100038882/236573/60440/20568/229900/246728/69146/16145/11535/14469/23960/246727/231507/19664/19056/331004/24105/17250/12363/11745/56174/24088/21937/19946/58809/20085/23961/15439/18805/68024/14468/16819/100689/22631/140792/117149/19376/17874/11820/20416/21898/23794/17472/14972/12369/14000/11826/107607/108655","GO:0042742","GO:0042742","GO:0042742","defense response to bacterium","defense response to bacterium","defense response to bacterium",1.1618825874905,0.452007091300494,5.59354023195196,0.34485475171845,-0.0860523233570808,TRUE,FALSE,FALSE,"14063/11535/17948/17952/381677/18712/13836/58809/19211/53603/224703/14109/246728/240518/114643/268749/23961/14991/24088/74256/22034/97165/229521/80859/108655/12363/319190/246727/16859/231507/77125/98999/11727/17472/81702",2.101062848142,3.03691233474199,-0.93584948659999,2.101062848142,3.03691233474199,0.93584948659999,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046394","carboxylic acid biosynthetic process","either",0.05,"opposite direction",3.02457164503361,3.02457164503361,-1.36409131742166,1.66048032761195,0.355391132325328,0.00622491043687038,"22259/18627/231070/74205/170459/71720/102115/228775/19299/223722/20698/270685/16149/57875/18102/170789/16993/11430/66902/14645/99586/20512/108099/211666/52892/27364/12411/216136/217166/68041/11666/104112/11690/26922/20425/14863/68312/231871/107476/18103/19082/11898/26420/105787/71240/14104/20787/17117/56369/66194/234564/11370/12189/68588/19659/26365/14862/13123/26874/19223/192166","74551/107869/270685/20512/56454/60527/74155/100678/17768/192166/14873/56348/106529/108037/54447/71974/76267/20787/17250/67452/19224/19225/211666/12035/14870/11898/236539/27053/107272/57875/104112/235623/16828/16952/15108/14104/14431/107476/113868/257633/56473/241452/69719/11370/244373/72562/26374/68312/68041/234309/66775/26378/17117/108156/26420/22276/11690/14869/11666/13123/52023/20425/70316/26922/18783/233912/53415/56369/93732/20250/19223/216136/50790/109079/223722/14863/19299/213350","GO:0046394","GO:0046394","GO:0046394","carboxylic acid biosynthetic process","carboxylic acid biosynthetic process","carboxylic acid biosynthetic process",-1.45176796665178,0.0747539737880203,2.20586689275476,-1.12636571606924,-0.449293412856615,TRUE,FALSE,FALSE,"74205/58810/54608/11430/108037/18627/20250/18103/20280/56690/108156/71240/19079/12036/50798/18102/235674/16149/12189/52892/170459/66902/210009/27364/20425/12411/26420/11666/11690/12035/231871/257633/20787/14431/74551/211666/107869/16993/19082/216136/14645/18242/20512/72562/83603/19299/16952/14865/270685/231070/105787/107476/223722/19223/66194/17117/217166/99586/57875/170439/26922/14104/11370/71720/14863/68312/104112/234564/68041/14862/13123/26874/19659/68588/26365/11898/192166",-0.08767664923012,3.02457164503361,-3.11224829426373,0.08767664923012,3.02457164503361,3.11224829426373,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0060348","bone development","either",0.05,"opposite direction",3.02122768905351,3.02122768905351,-1.44230447635047,1.57892321270304,0.210361142515509,0.018119436594263,"105722/21803/97086/76737/20289/67661/26399/15530/14183/17260/216892/70235/235611/12411/237928/21817/18129/233781/21827/20190/66910/18472/14042/212627/59056/233016/233651/242509/15117/18032/72043/22059/231633/18984/18214/20481/94045/12111/20692/56208/14534/12825/12833/268396/68964/16948/22402/17937/19411/12842/19401/72055/21859/12006/13601/239337/80752/20682","20692/12842/12111/23876/14118/12833/17937/21859/14609/22059/17387/23892/59056/12825/234356/67661/12167/16998/21827/18634/69190/20340/16948/20855/13601/18214/242509/269878/80752/14043/268396/108958/72055/239337/19035/59035/18472/270106/231633/56316/233328/212627/110006/21898/14534/17386/23850/18081/18295/20481/16878/108655/12306/72043/20779/329628/15485/21813/235611/223332","GO:0060348","GO:0060348","GO:0060348","bone development","bone development","bone development",-1.98797212129804,1.96059906796713e-05,1.7418553104013,-4.70761120815366,-0.677034479107708,TRUE,TRUE,FALSE,"108153/13595/212627/17300/56316/27973/12411/329628/59035/17129/233328/233651/216892/102866/269941/66910/229644/56208/23876/20190/59056/18129/21827/235611/14534/77583/237928/22160/233781/233016/12406/16998/55994/19094/231070/240725/20289/21817/94045/20682/17937/16948/76566/20692/54635/105722/97086/68964/268396/12825/18214/72055/231633/14042/17260/19411/76737/12167/18984/12842/16878/12833/12111/18605/12006/22402/80752/72043/15117/21859/239337/13601",-0.54566764494757,3.02122768905351,-3.56689533400108,0.54566764494757,3.02122768905351,3.56689533400108,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0016053","organic acid biosynthetic process","either",0.05,"opposite direction",3.01919995052854,3.01919995052854,-1.37739527631372,1.64180467421482,0.305573763313245,0.00619761328950037,"22259/18627/231070/74205/170459/71720/102115/228775/19299/223722/20698/270685/16149/57875/18102/170789/16993/11430/66902/14645/99586/20512/108099/211666/52892/27364/12411/216136/217166/68041/11666/104112/11690/26922/20425/14863/68312/231871/107476/18103/19082/11898/26420/105787/71240/14104/20787/17117/56369/66194/246277/234564/11370/12189/68588/19659/26365/14862/13123/26874/19223/192166","74551/107869/270685/20512/56454/60527/74155/100678/17768/192166/14873/56348/106529/108037/54447/71974/76267/20787/17250/67452/19224/19225/211666/12035/14870/11898/236539/27053/107272/57875/104112/235623/16828/16952/15108/14104/14431/107476/113868/257633/56473/246277/241452/69719/11370/244373/72562/26374/68312/68041/234309/66775/26378/17117/108156/26420/22276/11690/14869/11666/13123/52023/20425/70316/26922/18783/233912/53415/56369/93732/20250/19223/216136/50790/109079/223722/14863/19299/213350","GO:0016053","GO:0016053","GO:0016053","organic acid biosynthetic process","organic acid biosynthetic process","organic acid biosynthetic process",-1.48066228823515,0.0639254974043979,2.20777552578561,-1.19432588404242,-0.514883937195278,TRUE,FALSE,FALSE,"74205/58810/54608/11430/108037/18627/20250/18103/20280/56690/108156/71240/19079/12036/50798/18102/235674/16149/12189/52892/170459/66902/210009/27364/20425/12411/26420/11666/11690/12035/231871/257633/20787/14431/74551/211666/107869/16993/19082/216136/14645/18242/20512/72562/83603/19299/16952/14865/270685/231070/105787/107476/223722/19223/66194/17117/217166/99586/57875/170439/26922/14104/11370/71720/14863/68312/246277/104112/234564/68041/14862/13123/26874/19659/68588/26365/11898/192166",-0.10326701192143,3.01919995052854,-3.12246696244997,0.10326701192143,3.01919995052854,3.12246696244997,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0016054","organic acid catabolic process","either",0.05,"opposite direction",3.01838932910059,3.01838932910059,-1.48886417293325,1.52952515616734,0.184126365843473,0.0473463655931892,"12039/71562/26384/78038/67880/58810/71985/23986/15356/338350/110959/66904/51798/20280/70266/56357/66514/100039707/227095/15488/76282/56717/97212/12623/52430/67528/71776/66948/100705/80911/13177/216188/19299/12040/26912/50880/12896/64898/170789/11430/66841/14245/110826/52665/12411/216136/11666/20425/72129/71767/11898/67460/12894/107747/104184/246277/234564/11370/330260/52538/20524/67980/110695/26874/19125/269823/192166","108682/12041/192166/26912/110695/66253/74114/51798/11409/230784/14874/107747/216188/330260/67460/14661/11651/12035/11898/66885/66904/56174/18634/16828/15108/231086/113868/13171/257633/26569/246277/93747/78038/11370/16922/23986/110842/235339/110446/433256/269378/12039/26378/52538/269823/11666/20524/20425/15107/52665/93732/216136/58875/56717/68631/14085/104184/19299/67980/52430/18242/22160/19125/13479/80879/12896/110959/26874/231327/110826/80911/67880/227095/229211/214579","GO:0016054","GO:0016054","GO:0016054","organic acid catabolic process","organic acid catabolic process","organic acid catabolic process",-1.45853843364793,0.099372300770262,1.32471335274101,-1.00273465482857,-0.734884018554834,TRUE,FALSE,FALSE,"76574/58810/54608/11430/78920/12623/20280/56690/229517/74091/214579/12036/110842/66948/26912/100039707/235674/50880/23986/78038/12896/14874/67880/12894/110826/210009/20425/216188/66904/12411/11666/52665/104184/12035/52430/330260/257633/14245/15107/216136/12041/67460/18242/22160/19299/66841/66514/107747/269823/67980/51798/52538/11370/71767/246277/234564/20524/26874/19125/11898/192166",0.03032573928532,3.01838932910059,-2.98806358981527,0.03032573928532,3.01838932910059,2.98806358981527,"mixed or incomplete"
