"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007179","transforming growth factor beta receptor signaling pathway","either",0.05,"shared negative",-0.42797713136175,0.42797713136175,-1.20314962697297,-1.63112675833472,0.560063161566921,0.0213507736396071,"100952/216805/74777/20190/50724/21417/235505/18133/20848/66513/170749/114716/66214/21804/328365/216869/14119/20481/217351/69710/75788/16969/12825/17130/328572/58250/16948/13132/320910/70673/27528/20666/241226/12843/170441/20296","17129/14119/218952/170749/69710/114715/21807/328572/75788/22433/14083/20190/74777/21808/68939/16998/216190/55994/20848/17986/16948/246154/21417/65112/16419/17130/66214/21809/12825/66513/100952/12167/13132/21804/18133/235505/27528/58250/70673/20666/12843/20296/170441/320910/241226","GO:0007179","GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","transforming growth factor beta receptor signaling pathway","transforming growth factor beta receptor signaling pathway",0.943782717922984,0.800548964522688,0.0966120998825008,-1.67058638380874,-0.251762992327436,FALSE,TRUE,FALSE,"16859/14119/12843/14118/21804/50527/53618/22793/241226/12825/434215/12167/16419/21814/268977/16998/23988/108155/20340/16948/56213/75788",-0.42797713136175,2.14693234489595,-2.5749094762577,0.42797713136175,2.14693234489595,2.5749094762577,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0052547","regulation of peptidase activity","either",0.05,"shared negative",-0.41265707284825,0.41265707284825,-1.56623660641038,-1.97889367925863,0.426117932279213,0.0103932951283683,"21857/21858/20725/52377/59083/20720/13601","18787/21858/20720/20725/21857/59083/52377/13601","GO:0052547","GO:0052547","GO:0052547","regulation of peptidase activity","regulation of peptidase activity","regulation of peptidase activity",1.21999430469211,0.535524007862993,0.271221054713164,-1.9832467402975,-0.370470189042824,FALSE,TRUE,FALSE,"20720/21857/12380/52377/59083/13601/14433/21858/69538/69982/69216",-0.41265707284825,2.78623091110249,-3.19888798395074,0.41265707284825,2.78623091110249,3.19888798395074,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0032965","regulation of collagen biosynthetic process","either",0.05,"shared negative",-0.4093414395345,0.4093414395345,-1.59006018436388,-1.99940162389838,0.320201589515243,0.00538671935467325,"16398/18591/30951/21803/20289/21809/14633/67557/100952/26427/66214/216869/18214/114886/328572/223701/11541/14268/18596/210719/18128/20296","30951/16398/67557/11479/16194/328572/11541/20289/18787/66214/114886/223701/21809/18214/100952/18128/26427/210719/20296/18596","GO:0032965","GO:0032965","GO:0032965","regulation of collagen biosynthetic process","regulation of collagen biosynthetic process","regulation of collagen biosynthetic process",-0.767877579883091,0.937272160625578,-0.0281342824362846,-2.26867565038531,-0.494576516526696,FALSE,TRUE,FALSE,"210719/328572/19015/20296/18591/216869/14219/14062/11596/18787/11479/12159/18816",-0.4093414395345,0.822182604480789,-1.23152404401529,0.4093414395345,0.822182604480789,1.23152404401529,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0070509","calcium ion import","either",0.05,"shared negative",-0.40915415799014,0.40915415799014,-1.53129841460776,-1.9404525725979,0.323643738869324,0.0112104199366639,"13198/76137/22368/16392/18764/18591/19058/12291/12387/15205/246788/11421/74777/20315/94045/12287/239556/18596/20296","19056/18591/12568/18764/16534/19057/15205/12389/19058/74777/76137/12361/19055/94045/16392/12387/18787/12287/20315/239556/11421/20296/18596","GO:0070509","GO:0070509","GO:0070509","calcium ion import","calcium ion import","calcium ion import",1.26958110401146,0.465876253612103,0.331729425606848,-1.95037811864856,-0.489932790317007,FALSE,TRUE,FALSE,"12361/26903/12286/18764/19056/12568/20855/19057/20315/74777/12288/11421/72691",-0.40915415799014,2.80087951861922,-3.21003367660936,0.40915415799014,2.80087951861922,3.21003367660936,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0031214","biomineral tissue development","either",0.05,"shared negative",-0.40220273937885,0.40220273937885,-1.40502518671807,-1.80722792609692,0.414660255667936,0.00446804171030383,"76566/68667/17127/211401/18605/22337/23967/105722/21803/13609/11911/76737/110789/14183/12608/17260/235439/22410/237928/102657/20750/17313/20181/18032/231633/14119/18214/20535/208659/17966/14182/12833/16948/57810/18439/11732/12842/21847/12006/215798/13601/12843/18128/80752/20682","77583/237928/22160/23967/16998/106522/14758/102657/20682/20535/16948/76566/105722/18214/231633/17260/18439/76737/18128/12167/21847/20750/12842/12833/11732/18605/12006/13609/80752/215798/12843/13601/17313","GO:0031214","GO:0031214","GO:0031214","biomineral tissue development","biomineral tissue development","biomineral tissue development",1.31728586874481,0.328353962156779,0.483657738832932,-2.34988278128825,-0.382307588873453,FALSE,TRUE,FALSE,"14119/12842/100038882/12843/22337/20750/11732/243853/12833/14609/23892/94249/208659/17313/12167/19225/16998/57810/16948/19242/20516/13601/18214/20182/80752",-0.40220273937885,2.72231105546288,-3.12451379484173,0.40220273937885,2.72231105546288,3.12451379484173,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0002685","regulation of leukocyte migration","either",0.05,"shared negative",-0.39890933224413,0.39890933224413,-1.21612041799318,-1.61502975023731,0.54544021991298,0.0246754695897374,"20304/12928/16398/217835/15235/22341/16149/20737/105722/21803/20868/16399/12261/118453/70208/230979/216892/17470/100952/68992/102103/380916/18133/17965/22418/19271/13617/18453/20315/83964/227541/20306/17395/18003/56532/21930/13601/27226/109934/20312/54371/20296","216892/16177/171486/12261/20563/53416/14083/21838/26417/21930/193385/16952/83433/17470/12520/17395/18787/105722/18003/12977/100952/22418/20315/18453/18133/17965/27226/109934/20296/20312/13617/20306/56532/13601/54371","GO:0002685","GO:0002685","GO:0002685","regulation of leukocyte migration","regulation of leukocyte migration","regulation of leukocyte migration",1.26641817777371,0.366592789598109,0.435816081295649,-1.60773457368199,-0.263252841014395,FALSE,TRUE,FALSE,"16859/20563/27226/16423/26903/11815/16177/21838/17387/54371/23892/18438/12333/20312/11651/20443/24088/12977/16952/19242/68585/108737/20315/13601/18003/18795/17698/215999/117149/17874/11820/14082/18081/20306/26417/74006/22339",-0.39890933224413,2.48253859576689,-2.88144792801102,0.39890933224413,2.48253859576689,2.88144792801102,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0061448","connective tissue development","either",0.05,"shared negative",-0.39659800689247,0.39659800689247,-1.60514634826705,-2.00174435515952,0.0451519277102368,8.37173821270715e-06,"22433/71939/23967/77006/12399/21803/20289/19092/12387/15530/20678/14633/114679/14462/17260/13521/70235/666173/22410/12411/229534/22422/22187/21827/14042/17313/21417/18133/59056/22418/15434/72043/21857/18984/237859/71566/12111/13653/20660/105787/83925/14534/16969/12825/12831/12814/328572/15904/15982/14182/12833/268396/58250/216820/21833/16948/22402/20613/19411/12842/19401/230793/94352/320910/12006/18750/215798/13601/18596/239337/20204/210719/18128/20682/216616","17129/666173/13653/237859/15586/71939/14182/16194/269941/328572/14705/94352/12814/22433/22410/59056/12399/14462/26417/21827/21808/67041/14534/23967/12406/16998/55994/12831/106522/105787/240725/83925/20289/229534/20682/19092/16948/76566/21417/216820/12387/20204/268396/12825/15982/14042/71566/17260/19411/12977/18128/12167/20678/20613/18984/22418/18133/21833/12842/12833/21857/18750/210719/21810/20660/12111/18605/12006/58250/22402/72043/215798/15904/18596/320910/239337/13601/17313","GO:0061448","GO:0061448","GO:0061448","connective tissue development","connective tissue development","connective tissue development",1.244045882526,0.33772777293817,0.471433223824649,-5.07718436066712,-1.34532370324534,FALSE,TRUE,TRUE,"11475/12842/74155/19092/12111/243853/67800/214855/12833/11603/229534/18933/21857/12490/23892/59056/12825/234356/17313/12167/18740/15364/16998/21827/13038/71566/20204/12977/20340/15902/16948/20855/12394/77006/13601/21810/268396/110446/239337/15461/215798/59035/19645/67378/18763/114679/110006/13549/21898/14534/17386/94352/18295/666173/26417",-0.39659800689247,2.84919223079305,-3.24579023768552,0.39659800689247,2.84919223079305,3.24579023768552,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0048813","dendrite morphogenesis","either",0.05,"shared negative",-0.39356616293021,0.39356616293021,-1.3017713274163,-1.69533749034651,0.48476628533239,0.0149325573359564,"12704/56320/18472/224617/13838/329152/22418/70237/12569/13631/330914/218194/15529/20393/50932/228357/20346/239217/13845/13175/77097/19876/13385/13169/15901/11838/75409/210293/108100","77097/29819/52463/76108/73181/12323/12568/66713/94245/54633/58234/11977/98733/18472/18174/13631/74498/18186/17295/68151/213084/12569/70237/218194/330914/12361/59036/53972/19055/17999/93686/56376/13845/66725/239217/329152/15529/17118/13169/15901/13385/22418/210293/665113/56320/11838/109294/108100/20393/19876/75409","GO:0048813","GO:0048813","GO:0048813","dendrite morphogenesis","dendrite morphogenesis","dendrite morphogenesis",1.09413909867074,0.601091912261184,0.221059115458382,-1.82586580903415,-0.314467592231326,FALSE,TRUE,FALSE,"66725/12361/15901/20346/18186/19158/217692/71974/13169/12286/17999/228662/22359/12568/15452/13631/73181/15529/98733/56876/19242/76454/21983",-0.39356616293021,2.39591042608704,-2.78947658901725,0.39356616293021,2.39591042608704,2.78947658901725,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0051928","positive regulation of calcium ion transport","either",0.05,"shared negative",-0.39130980916128,0.39130980916128,-1.43359915115946,-1.82490896032074,0.46355009380433,0.0152502248946923,"12028/16438/22393/22368/80982/16392/20304/18591/19058/246788/76854/71111/381812/238161/12257/13617/20315/216869/94045/18439/18596/20312/20296/109676","19056/116873/76854/18591/19057/12028/14381/12389/67972/109552/19058/381812/238161/21838/12361/19055/94045/12257/16392/18787/71111/18439/20315/80982/20296/18596/20312/13617/109676","GO:0051928","GO:0051928","GO:0051928","positive regulation of calcium ion transport","positive regulation of calcium ion transport","positive regulation of calcium ion transport",1.44130776940066,0.241793787839277,0.616554861216271,-1.8167237517399,-0.333903326703416,FALSE,TRUE,FALSE,"12361/14873/14381/21838/109552/16453/19056/18438/12257/22393/20312/80982/20855/107589/19057/20315/12288/65973/109676",-0.39130980916128,2.87490692056012,-3.2662167297214,0.39130980916128,2.87490692056012,3.2662167297214,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0010712","regulation of collagen metabolic process","either",0.05,"shared negative",-0.38937454385147,0.38937454385147,-1.52159136036667,-1.91096590421814,0.373143912274714,0.0149325573359564,"16398/18591/30951/21803/20289/21809/14633/67557/100952/26427/66214/216869/18214/114886/328572/223701/11541/14268/18596/210719/18128/20296","30951/16398/67557/11479/16194/328572/11541/20289/18787/66214/114886/223701/21809/18214/100952/18128/26427/210719/20296/18596","GO:0010712","GO:0010712","GO:0010712","regulation of collagen metabolic process","regulation of collagen metabolic process","regulation of collagen metabolic process",-0.768057034078985,0.938536295013663,-0.0275489277103355,-1.82586580903415,-0.428123639363339,FALSE,TRUE,FALSE,"210719/328572/19015/20296/18591/216869/14184/14219/14062/11596/18787/11479/12159/18816",-0.38937454385147,0.753534326287685,-1.14290887013915,0.38937454385147,0.753534326287685,1.14290887013915,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0051607","defense response to virus","either",0.05,"shared positive",0.38878886836661,0.38878886836661,1.05154782363782,1.44033669200443,0.685436576777651,0.0495696314160349,"13052/14063/15958/338467/74568/73945/207521/18983/252870/12675/93679/57444/19697/16193/226691/93762/58801/14190/80859/12043/74841/56213/66799/28185/80795/70796/19043/15975/224703/66700/26939/66369/434341/224647/209200/68493/19823/72935/15587/72162/54651/112419/103213/22670/319236/15519/54131/170742/80985/23947/244548/12421/67775/27406/23961/77040/230738/107652/17874/94094/26965/16168/14082/67065","13052/14063/14190/54445/58801/80985/15958/73945/74568/71586/231655/22670/16168/12043/224703/19106/246728/244548/15945/19697/12675/319236/338467/114643/23961/93762/93679/67526/22034/12177/70796/20821/18983/80859/78781/226691/66799/76952/70408/19043/15957/94088/234311/56045/252870/74841/246727/17858/77125/58185/170743/230738/224647/209200/27056/98999/56213/17472/26943/213211/16396/246730/15959/67775/67065/23962/667370/14349/94094","GO:0051607","GO:0051607","GO:0051607","defense response to virus","defense response to virus","defense response to virus",2.09753743642093,7.41857142857143e-08,7.1296797174192,1.30478431035806,0.164032724141845,TRUE,TRUE,FALSE,"23962/54123/24110/66141/15944/15959/246730/54396/100038882/67775/20128/230073/15957/58203/80285/69550/209387/229900/246728/71586/16145/26943/74747/14469/209200/667370/23960/246727/66854/20846/26939/12048/80861/20847/142980/234311/80287/80876/27998/12176/226691/319236/104721/17454/213002/70428/19106/78781/17858/217069/23961/56213/75788/52513/56491/74568/14468/94094/100689/58185/66700/78308/68713/28185/231655/17874/72162/67005/14082/66799/67040",0.38878886836661,1.04598961278311,-0.6572007444165,0.38878886836661,1.04598961278311,0.6572007444165,"all positive"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0051961","negative regulation of nervous system development","either",0.05,"shared negative",-0.38386174643844,0.38386174643844,-1.79212952706694,-2.17599127350538,0.0451519277102368,8.37173821270715e-06,"29869/20563/13643/235106/18109/230674/21648/213084/74498/20356/21803/76441/50849/56741/12387/15205/20983/217166/22422/12704/216858/94091/13841/74762/235472/12257/22418/20481/22084/20660/228357/20346/18846/15904/15982/235402/107503/19876/239667/17756/18015/15901/20666/14168/18128/103743","15205/68585/20187/50849/74498/18186/18015/14102/11820/213084/320840/20563/14083/21838/29869/19055/216190/20356/74762/83433/20983/217166/12257/56741/18846/12387/216858/15901/15982/107503/235106/18128/22418/239667/17756/235402/13841/20660/14168/19876/20666/15904/103743","GO:0051961","GO:0051961","GO:0051961","negative regulation of nervous system development","negative regulation of nervous system development","negative regulation of nervous system development",1.22562782046137,0.458848201503221,0.338330966212572,-5.07718436066712,-1.34532370324534,FALSE,TRUE,TRUE,"20563/235106/227292/18846/15901/20356/21838/20346/18186/29869/12568/15364/12257/73181/24088/15902/19242/68585/76893/16800/269951/11820/230674/20481/56741/19164/22084",-0.38386174643844,3.01775734752831,-3.40161909396675,0.38386174643844,3.01775734752831,3.40161909396675,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0022409","positive regulation of cell-cell adhesion","either",0.05,"shared negative",-0.38225485729234,0.38225485729234,-1.34154942425852,-1.72380428155086,0.381519273867096,0.00574494214780063,"22433/16149/20737/14252/12399/21803/107527/12387/15284/15205/14462/11492/230979/12479/100952/102657/14784/192656/83796/16161/13838/22418/15117/328365/77044/83797/78317/20850/57376/50723/105787/20851/16852/328572/19401/320404/269152/67916/16362/110351/13655/16842/20312/26365/54371/19261/17909/20296/246707","20586/19401/16149/20443/15205/16179/268564/12389/20674/27205/11501/20587/238871/83796/56468/11735/66993/83797/77044/16194/76365/14784/110351/16362/328572/22433/16161/14083/50723/11492/12399/14462/21838/16195/20851/19055/320404/16952/54167/105787/192656/57376/102657/20850/12520/12387/13641/15284/100952/16852/22418/78317/242122/246707/13655/269152/16842/26365/15117/17909/20296/19261/20312/67916/54371","GO:0022409","GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","positive regulation of cell-cell adhesion","positive regulation of cell-cell adhesion",1.22686023496204,0.377788970032737,0.422750725937334,-2.24071434034688,-0.418483517151599,FALSE,TRUE,FALSE,"16859/15944/20587/16423/72057/21838/66923/54371/11492/16453/27050/12333/56048/67916/20312/13848/22628/20443/16403/11987/18793/107527/238871/16952/12394/13655/68094/11461/16179/14082/16451/13846/14726/81601/11735/14538/15510/20667/16852/223601/20586/14252/100952/67155/20677/60533/21813/11350/16818/12400/20588/56468/14345/211922/14083/12479/230979/330817/16189/224023/22433/26365/76088/14462/83797/12703/20304/16452/54721/108797/83945/16193/21803",-0.38225485729234,2.56840965922056,-2.9506645165129,0.38225485729234,2.56840965922056,2.9506645165129,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:1903670","regulation of sprouting angiogenesis","either",0.05,"shared negative",-0.38064583301049,0.38064583301049,-1.67721025475722,-2.05785608776771,0.245306516085477,0.00362265819037246,"240185/72106/242705/14645/21817/26427/16600/16598/13855/30944/215798/26365/80837/14254","14173/240185/16402/14645/72106/16600/13855/21817/30944/20358/26427/14254/80837/26365/215798","GO:1903670","GO:1903670","GO:1903670","regulation of sprouting angiogenesis","regulation of sprouting angiogenesis","regulation of sprouting angiogenesis",-0.843946836586964,0.874708965549361,-0.0581364220413808,-2.44097264113468,-0.61029091546104,FALSE,TRUE,FALSE,"242705/18607/30944/20358/243362/74769/14254",-0.38064583301049,0.833263418170256,-1.21390925118075,0.38064583301049,0.833263418170256,1.21390925118075,"all negative"
