"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","Fatty acid metabolism","Fatty acid metabolism","either",0.05,"opposite direction",-3.11392267998868,3.11392267998868,1.72165378064758,-1.3922688993411,0.00501523604919284,0.0604938047898728,"56348/106529/74114/76267/11409/17250/330260/19224/19225/67460/66904/75778/104112/231086/14104/107476/257633/56473/171210/93747/11370/16922/56360/23986/26897/68041/433256/234309/66775/26378/52538/17117/17850/269823/110821/11690/625249/11666/20524/70316/26922/18783/15107/93732/13078/19223/50790/223722/111175/329910/57279/14775/13479/12896","23305/215/1376/5444/401494/4051/55289/246/11283/79777/58526/11332/51144/8529/32/9200/83401/2876/2879/57834/31/30/241/134526/1573/1384/5446/788/3293/3992/22949/51703/4048/6342/7923/10478/9524/5743/79071/51/376497/80221/9536/47/2181/5321/35/11000/79993/5742/33","R-HSA-8978868","R-MMU-8978868","Fatty acid metabolism","Fatty acid metabolism",-1.21828909945229,2.29970862147719,FALSE,TRUE,-3.11392267998868,3.11392267998868,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","ABC-family protein mediated transport","ABC-family protein mediated transport","either",0.05,"opposite direction",-3.10709700639152,3.10709700639152,1.0624877348748,-2.04460927151672,0.716601682741637,8.01112473537023e-05,"239273/26444/17250/74610/217262/11306/59029/19298/66753/244373/19181/11666/224742/19167/18671/27410/19299/19173/67089","5687/91319/5704/64137/10350/23461/5825/5690/10213/5719/10057/5685/5684/22/5718/10347/11047/5243/7979/5694/5717/5689/5701/21/225/1080/20/5686/5709/79139/7415/5691/5707","R-HSA-382556","R-MMU-382556","ABC-family protein mediated transport","ABC-family protein mediated transport",-4.09630650612878,0.144722176347763,TRUE,FALSE,-3.10709700639152,3.10709700639152,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","SUMOylation of DNA replication proteins","SUMOylation of DNA replication proteins","either",0.05,"opposite direction",3.10662438497709,3.10662438497709,-1.47916413549701,1.62746024948008,0.256948197124299,0.0294819588954439,"107939/69482/227720/22196/22218/59004/52276/16319/19387/18141","10762/9883/332/55746/55143/23636/11097/6790/348995/6612/23225/57122/3619/5905/51588/23279/9212/9818/7153","R-HSA-4615885","R-MMU-4615885","SUMOylation of DNA replication proteins","SUMOylation of DNA replication proteins",1.53044366364819,-0.590154425193112,TRUE,FALSE,3.10662438497709,3.10662438497709,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by Hedgehog","Signaling by Hedgehog","either",0.05,"opposite direction",-3.10163851658003,3.10163851658003,1.21390649039907,-1.88773202618096,0.443887067437469,0.000279099909231829,"14451/22142/67951/59056/26444/22143/67661/245866/227613/319757/57810/75788/59029/66753/22146/22152/19088/19084/81896/226861/104111/19181/21821/237222/16568/14633/19167/93687/214498/19173/67089","51098/5690/5568/10213/147111/5719/5685/5684/6868/91653/5718/8452/2622/6608/51684/3549/408/11047/84447/11127/8454/7979/196883/5694/5717/5689/5701/9978/10382/112/5686/5709/8405/7415/5691/5707/50937/5577/2619/7277","R-HSA-5358351","R-MMU-5358351","Signaling by Hedgehog","Signaling by Hedgehog",-3.55424030475151,0.35272750787475,TRUE,FALSE,-3.10163851658003,3.10163851658003,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Biological oxidations","Biological oxidations","either",0.05,"opposite direction",-3.0969934866324,3.0969934866324,1.68630143188797,-1.41069205474443,0.0188996970627219,0.0384016651745866,"232087/14873/11529/11864/69065/14874/19224/211666/14870/67768/228608/11532/18113/68312/75475/269378/22021/14629/109754/68021/14854/13123/109652/110198/14630/18105/13078/19223/14863/13479/22017/68044/67674/67883/22235/14865/22022/56448/13885/238505/110175","10/4051/54996/11283/2328/54577/6783/1066/494143/2729/8529/54578/9420/22977/57834/66002/2950/1573/5443/131/7360/5447/2098/405/10499/2730/8639/218/196743/8460/7358/80146/26873/9049/119391/55902/54498/10327/2949/8459/5742/4128/2052/217","R-HSA-211859","R-MMU-211859","Biological oxidations","Biological oxidations",-1.41564994332896,1.72354515694012,TRUE,TRUE,-3.0969934866324,3.0969934866324,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","MAPK1/MAPK3 signaling","MAPK1/MAPK3 signaling","either",0.05,"opposite direction",-3.08643556236195,3.08643556236195,0.921438204460604,-2.16499735790135,0.94084996636017,1.17833333333333e-08,"14178/26396/23859/13874/15234/16453/12048/26444/19731/19414/67603/18777/14268/14272/75590/218397/11836/13866/56327/59029/231474/240672/26395/114715/15461/18595/11461/14585/20416/11876/216148/19181/108058/109905/26417/16706/14586/18706/20779/13537/11600/19167/18709/54401/14083/225849/208884/19173/11465/14360/67089/11839/16416/110606/18596/14173/19252/19671/54519/16452/54721/17463/16193/19262/114713/83409","2249/3667/5604/8649/5687/2906/5778/5704/1847/801/1852/115727/5291/5786/673/3561/3716/2902/9986/3084/4254/5690/10213/818/5528/5719/5685/5684/3265/5518/1741/5718/8452/2255/1843/8831/2534/1439/5147/5159/2668/408/11047/2260/5906/7979/817/1740/5900/5694/5921/5717/28956/2675/3718/5689/8036/5526/5519/5701/8315/5037/9978/5747/6714/51104/5295/10048/5686/5709/5501/3717/5290/4763/58489/284/5691/5593/5707/5515/2263/23179/11221/5525/5595/5156/57731/3082/2252","R-HSA-5684996","R-MMU-5684996","MAPK1/MAPK3 signaling","MAPK1/MAPK3 signaling",-7.92873183658675,0.0264796262825296,TRUE,FALSE,-3.08643556236195,3.08643556236195,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Homology Directed Repair","Homology Directed Repair","either",0.05,"opposite direction",3.0858747154982,3.0858747154982,-1.18361897349112,1.90225574200708,0.490676453084705,0.00013316512840044,"68275/80905/19367/74335/71711/233826/93765/20184/52864/240087/67967/21975/12566/22190/22196/235559/77782/269582/19891/12428/12189/59004/12144/27015","5425/9656/142/165918/348654/9156/5889/197342/83695/63979/85236/7517/6118/2237/79728/7158/7468/6233/10038/7516/2067/3017/7486/1763/672/23514/54107/10635/84464/63967/6119/3364/5984/4683/5982/4361/83990/5429/8914/146956/641/5426/79184/7156/5892/5932/84142/7515/10721/51588/84126/11073/116028/1017/580/675/5893/56655/5810/5111/8349/80198/51750","R-HSA-5693538","R-MMU-5693538","Homology Directed Repair","Homology Directed Repair",3.87560948782354,-0.309204782737951,TRUE,FALSE,3.0858747154982,3.0858747154982,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","RHO GTPases activate IQGAPs","RHO GTPases activate IQGAPs","either",0.05,"opposite direction",-3.08059007999982,3.08059007999982,1.4210325808461,-1.65955749915372,0.362048372648552,0.047647845319339,"22142/67951/22143/227613/22146/22152/11461","7280/998/801/1495/4221/6249/80086/10382/347688/1499/7277","R-HSA-5626467","R-MMU-5626467","RHO GTPases activate IQGAPs","RHO GTPases activate IQGAPs",-1.32195673378912,0.441233400265565,TRUE,FALSE,-3.08059007999982,3.08059007999982,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Synthesis of Leukotrienes (LT) and Eoxins (EX)","Synthesis of Leukotrienes (LT) and Eoxins (EX)","either",0.05,"opposite direction",-3.07892674933513,3.07892674933513,1.292305482482,-1.78662126685313,0.542689037398634,0.035987862059265,"17250/11690/13479/631304","1580/64174/126410/4051/246/11283/8529/57834/241/22949/4048","R-HSA-2142691","R-MMU-2142691","Synthesis of Leukotrienes (LT) and Eoxins (EX)","Synthesis of Leukotrienes (LT) and Eoxins (EX)",-1.44384395283147,0.265448951306773,TRUE,FALSE,-3.07892674933513,3.07892674933513,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Aggrephagy","Aggrephagy","either",0.05,"opposite direction",-3.07611877266562,3.07611877266562,1.42800127812099,-1.64811749454463,0.362048372648552,0.0401090507431578,"22142/67951/22143/235661/227613/22352/22146/22152/234663/21821","80086/7431/10382/1080/347688/7415/7277","R-HSA-9646399","R-MMU-9646399","Aggrephagy","Aggrephagy",-1.39675761630025,0.441233400265565,TRUE,FALSE,-3.07611877266562,3.07611877266562,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Opioid Signalling","Opioid Signalling","either",0.05,"opposite direction",-3.07258501647901,3.07258501647901,1.28483074670886,-1.78775426977015,0.416235287707062,0.00204944411995969,"18573/12568/18798/207565/238871/18578/14682/14701/18795/19088/19084/14693/14708/104111/18783/14672/14688/14696/14706","5332/801/111/23236/5532/5142/5568/5443/818/5528/2771/2773/5518/5580/5331/2783/196883/817/1020/5519/5141/112/3710/5321/5144/10768/5530/5515/5499/3708/5577","R-HSA-111885","R-MMU-111885","Opioid Signalling","Opioid Signalling",-2.68836391863755,0.380661103829309,TRUE,FALSE,-3.07258501647901,3.07258501647901,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Mitotic Spindle Checkpoint","Mitotic Spindle Checkpoint","either",0.05,"opposite direction",3.06511193819316,3.06511193819316,-1.32305578330512,1.74205615488804,0.248459841761903,0.00217626698229788,"13424/269966/67139/103573/236930/52504/18221/56430/66977/26951/68549/107995/83431/76499/12237/228421/66934/52696/75786/12235/229841/68097/21770/26932/66140/70385/52276/16319/108000/12236/19387","54908/11130/701/1063/8379/80152/348235/332/55746/147841/57082/55143/79172/699/6232/25936/25909/79980/151246/55055/83540/348995/79682/5527/220134/2491/57405/27338/1060/64946/55839/246184/11065/1058/57122/3619/991/9735/55166/5905/23421/81930/151648/91687/1062/23279/4085/54820/9212","R-HSA-69618","R-MMU-69618","Mitotic Spindle Checkpoint","Mitotic Spindle Checkpoint",2.66228782688461,-0.6047437957056,TRUE,FALSE,3.06511193819316,3.06511193819316,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Mitotic Prometaphase","Mitotic Prometaphase","either",0.05,"opposite direction",3.04682614770078,3.04682614770078,-1.38026336573862,1.66656278196216,0.0980352137439252,0.00116707245985759,"13006/103768/13424/269966/67139/18747/214444/72083/103573/101706/236930/52504/18221/56430/66977/216274/76478/26951/68549/78177/18286/74360/14211/225659/107995/83431/76499/12237/218914/228421/13001/215387/66934/53598/52696/101565/75786/15519/75296/12235/268697/229841/68097/12534/21770/100710/22627/26932/67849/66140/70385/18005/52276/99100/16319/108000/12236/19387","54908/11130/5116/701/1063/8379/80152/348235/332/55746/653784/147841/57082/22995/10783/55835/55143/79172/699/113130/3320/6232/55755/22994/25936/55142/25909/93323/79980/22981/10142/151246/9738/55055/83540/23354/348995/79682/5527/220134/54801/2491/57405/8481/1060/84131/64946/55839/9662/10806/85378/1058/80097/57122/3619/991/9735/55166/5905/23421/11190/80321/9918/7840/80254/81930/1454/151648/55722/91687/1062/23279/4085/54820/11064/9212/23397/7514/55125/64105/121441/11243/64151/115106","R-HSA-68877","R-MMU-68877","Mitotic Prometaphase","Mitotic Prometaphase",2.93290217913939,-1.00861789994284,TRUE,FALSE,3.04682614770078,3.04682614770078,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","The role of GTSE1 in G2/M progression after G2 checkpoint","The role of GTSE1 in G2/M progression after G2 checkpoint","either",0.05,"opposite direction",-3.04509059030274,3.04509059030274,1.23761315745703,-1.80747743284571,0.482176255304871,0.00467126964141247,"22142/22059/67951/26444/22143/12442/227613/59029/22146/22152","5690/10213/5719/5685/5684/5718/11047/7979/80086/5694/5717/5689/5701/10382/5686/347688/5709/5691/5707/7277","R-HSA-8852276","R-MMU-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","The role of GTSE1 in G2/M progression after G2 checkpoint",-2.33056506304884,0.316794180196591,TRUE,FALSE,-3.04509059030274,3.04509059030274,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Ubiquitin-dependent degradation of Cyclin D","Ubiquitin-dependent degradation of Cyclin D","either",0.05,"opposite direction",-3.04346922199747,3.04346922199747,0.990705681047903,-2.05276354094957,0.843206800333115,0.00117413047285652,"12567/26444/59029/12443/19181/19167/19173/67089/17463/22123/26441/19170/70247/78294","5687/5704/5690/10213/5719/5685/5684/5718/11047/7979/5694/5717/5689/5701/5686/5709/5691/5707","R-HSA-75815","R-MMU-75815","Ubiquitin-dependent degradation of Cyclin D","Ubiquitin-dependent degradation of Cyclin D",-2.93028364031737,0.0740658995992257,TRUE,FALSE,-3.04346922199747,3.04346922199747,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of PTEN stability and activity","Regulation of PTEN stability and activity","either",0.05,"opposite direction",-3.03961544963619,3.03961544963619,0.701634792931169,-2.33798065670502,1,1.50164315051228e-05,"17999/26444/11651/59029/19181/19167/19720/19173/67089/12995/66894/17463/14302/22123/26441/19170/70247/78294","5687/5704/80243/5690/10213/1460/5719/5685/5684/5718/2444/11047/11060/7979/5694/5717/5689/5701/5686/5709/10273/5691/5707/80351/5728/4734","R-HSA-8948751","R-MMU-8948751","Regulation of PTEN stability and activity","Regulation of PTEN stability and activity",-4.82343326052515,0,TRUE,FALSE,-3.03961544963619,3.03961544963619,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","APC/C:Cdc20 mediated degradation of Securin","APC/C:Cdc20 mediated degradation of Securin","either",0.05,"opposite direction",-3.03428512067997,3.03428512067997,0.99882942340406,-2.03545569727591,0.835442314600137,0.000879323996355038,"26444/59008/52206/59029/69957/216080/19181/217232/19167/19173/67089/52717/17222/17463/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-174154","R-MMU-174154","APC/C:Cdc20 mediated degradation of Securin","APC/C:Cdc20 mediated degradation of Securin",-3.05585107497976,0.0780835317858316,TRUE,FALSE,-3.03428512067997,3.03428512067997,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of RAS by GAPs","Regulation of RAS by GAPs","either",0.05,"opposite direction",-3.03202984636543,3.03202984636543,0.816543536950651,-2.21548630941478,0.996985357450474,9.26178170269973e-05,"26444/19414/218397/59029/114715/15461/19181/19167/19173/67089/17463/114713/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/3265/5718/8452/8831/11047/7979/5694/5921/5717/5689/5701/9978/5686/5709/4763/5691/5707","R-HSA-5658442","R-MMU-5658442","Regulation of RAS by GAPs","Regulation of RAS by GAPs",-4.03330545940671,0.00131122004858297,TRUE,FALSE,-3.03202984636543,3.03202984636543,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Resolution of D-loop Structures through Holliday Junction Intermediates","Resolution of D-loop Structures through Holliday Junction Intermediates","either",0.05,"opposite direction",3.0278377675943,3.0278377675943,-0.945697367755687,2.08214039983861,0.885259640413209,0.000459396647211013,"11920/327762/19362/26909/74335/71711/233826/52864/21975/12189/12144","348654/9156/5889/197342/63979/7517/79728/7516/7486/1763/672/23514/10635/84464/4683/4361/83990/146956/641/7156/5892/5932/116028/580/675","R-HSA-5693568","R-MMU-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","Resolution of D-loop Structures through Holliday Junction Intermediates",3.33781217871668,-0.052929335108724,TRUE,FALSE,3.0278377675943,3.0278377675943,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","either",0.05,"opposite direction",-3.02161086753198,3.02161086753198,1.01724088272428,-2.0043699848077,0.803758748964228,0.000523412650510739,"26444/112406/59029/216080/19181/67673/19167/15251/71745/19173/67089/29806/17463/56550/66105/13819/22123/26441/19170/70247/78294","7323/5687/5704/8453/6923/5690/10213/5719/5685/5684/5718/54583/11047/7321/7979/7322/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-1234176","R-MMU-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",-3.28115578498117,0.094874286719408,TRUE,FALSE,-3.02161086753198,3.02161086753198,"opposite direction"
