"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1990868","response to chemokine","either",0.05,"opposite direction",-2.90210619815899,2.90210619815899,1.19503659943096,-1.70706959872803,0.549376655062632,0.034573746206366,"20563/20564/16923/12778/20312/16948/108737/20315","64783/4283/4142/9413/6376/6362/1524/3627/2859/11240/259249/6354/117194/54838/3577/6352/10663/65125/6355/9034/1843/2829/6558/2185/81704/6776/3717/2296/6387/9353","GO:1990868","GO:1990868","response to chemokine","response to chemokine",-1.46125356033014,0.260129799216309,TRUE,FALSE,-2.90210619815899,2.90210619815899,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1990869","cellular response to chemokine","either",0.05,"opposite direction",-2.90210619815899,2.90210619815899,1.19503659943096,-1.70706959872803,0.549376655062632,0.034573746206366,"20563/20564/16923/12778/20312/16948/108737/20315","64783/4283/4142/9413/6376/6362/1524/3627/2859/11240/259249/6354/117194/54838/3577/6352/10663/65125/6355/9034/1843/2829/6558/2185/81704/6776/3717/2296/6387/9353","GO:1990869","GO:1990869","cellular response to chemokine","cellular response to chemokine",-1.46125356033014,0.260129799216309,TRUE,FALSE,-2.90210619815899,2.90210619815899,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1900078","positive regulation of cellular response to insulin stimulus","either",0.05,"opposite direction",2.90023395535112,2.90023395535112,-1.88035997230583,1.01987398304529,0.0242887945400043,0.648309178743961,"21871/74143/239126/17918/56278/237542/108664/66144/18479/11984/19246/114143/16367/11964/66335/13033/73834/11972","3481/5770","GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","positive regulation of cellular response to insulin stimulus",0.188217829623945,-1.61459403882251,FALSE,TRUE,2.90023395535112,2.90023395535112,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0016236","macroautophagy","either",0.05,"opposite direction",-2.89298948265701,2.89298948265701,0.959533220262296,-1.93345626239471,0.81069474387656,3.32044385703115e-07,"672511/15944/54396/60440/66725/16145/15953/67811/11739/29869/20615/20787/14467/230784/56048/72238/12257/71712/240327/12176/68943/74781/100039796/24088/218035/80280/18777/11740/108155/52639/54636/75788/76983/68441/74370/21822/268656/77006/59029/75909/235040/100763/17772/235180/64704/208092","167410/2629/128866/27243/83452/5049/162427/131540/285636/8897/801/90410/5861/79837/706/200576/29110/7095/64127/57132/64419/440026/10524/84557/9525/10213/9550/254122/140775/51375/55294/2773/27429/23647/9821/25851/65018/55626/6720/9114/8473/84313/10075/53349/139341/488/26353/55187/60412/2931/55968/5830/10015/7251/23673/55763/79142/84749/7879/8454/8878/79137/55207/23545/79643/10043/7855/55062/6810/124997/7405/55737/535/2548/84937/23001/6721/1020/51100/4943/5862/8678/128077/9978/112574/160760/533/6714/143686/51606/528/9706/5290/29978/55823/8723/10273/7415/51368/9373/8673/2081/11337/120892/54463/523/4734/10312/291","GO:0016236","GO:0016236","macroautophagy","macroautophagy",-6.47880385853241,0.0911426427133342,TRUE,FALSE,-2.89298948265701,2.89298948265701,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0031109","microtubule polymerization or depolymerization","either",0.05,"opposite direction",2.89206713169763,2.89206713169763,-1.60162186648173,1.2904452652159,0.0215598631839383,0.29473070534117,"75991/103768/99412/50850/328108/214444/101706/210356/13548/56430/230101/54126/140810/67971/83431/76499/228421/70997/319953/14219/12389/18479/219114/232944/15194/75786/216963/212307/68339/12534/20595/72119/66140/99512/11789/193740/16564/70218/70466/100732/71276/20617/14159/15511","5116/22974/79649/344148/146909/221150/348235/57704/653784/55835/3304/51199/2801/55755/284001/55142/93323/26586/10142/89927/23354/220134/54801/6904","GO:0031109","GO:0031109","microtubule polymerization or depolymerization","microtubule polymerization or depolymerization",0.530574616557351,-1.66635399945233,FALSE,TRUE,2.89206713169763,2.89206713169763,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000422","autophagy of mitochondrion","either",0.05,"opposite direction",-2.89007353764421,2.89007353764421,1.26020699389587,-1.62986654374834,0.377788970032737,0.026874775519908,"15944/54396/16145/11739/29869/20787/14467/12257/71712/12176/68943/74781/207565/11740/108155/52639/54636/75788/67453/235040/64704/329015/381038/14232","51375/55294/27429/23647/9821/65018/55626/6720/8473/10075/139341/55187/2931/84749/8454/8878/2011/7855/55062/6721/8678/9978/160760/9706/10273/7415/11337/291","GO:0000422","GO:0000422","autophagy of mitochondrion","autophagy of mitochondrion",-1.57065515464368,0.422750725937334,TRUE,FALSE,-2.89007353764421,2.89007353764421,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0019318","hexose metabolic process","either",0.05,"opposite direction",-2.88867082554602,2.88867082554602,1.40703181126875,-1.48163901427727,0.133017599695947,0.0430150644110148,"74551/14119/18641/246730/108682/74155/12041/16010/228026/67800/14118/14635/68401/14381/23960/11815/16009/14751/230784/67863/381694/102093/22601/11651/17158/140484/11674/13194/108155/16828/56745/23961/225913/66294/100198/67389/18113/77590/54128/50721/235339/72141/72157/78653/73744/17160/105651/18597/14433/13808/210973/14534","283450/3101/5207/8473/4191/5571/51363/2821/53632/150094/79411/89/4122/10499/5166/2548/6934/8402/2585/2584/2648/5255/2308/3098/2517/5236/2033/5160/5165/5230/2026/5091/5499/230/1642/2027","GO:0019318","GO:0019318","hexose metabolic process","hexose metabolic process",-1.36637942244763,0.876090893279875,TRUE,FALSE,-2.88867082554602,2.88867082554602,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:2000300","regulation of synaptic vesicle exocytosis","either",0.05,"opposite direction",-2.88760473256851,2.88760473256851,1.145333169571,-1.74227156299751,0.558292967379263,0.0475063942706107,"66725/12361/18442/20615/12048/12568/67808/19326/80976","57617/5582/6853/6861/7476/8499/28964/5579/9899/8573/774/9498/2332/5864/134957/23557/5906/90019/1020/84961/5530/5413/84062/120892","GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis","regulation of synaptic vesicle exocytosis",-1.32324793122683,0.253137842770412,TRUE,FALSE,-2.88760473256851,2.88760473256851,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000077","DNA damage checkpoint signaling","either",0.05,"opposite direction",2.87011389852211,2.87011389852211,-1.00074244064174,1.86937145788037,0.738252171215881,0.00258494274840517,"72772/227331/11920/319955/17193/225131/381979/28000/13972/234736/52040/68592/235610/218294/72440/69076/19367/77011/71711/20184/57261/12952/71375/241627/235559/17096/208266/12534/381921/76843/269582/19891/208768/12189/330177/12144/12753","1026/5591/29997/9656/79968/8525/197342/80279/29980/83695/55159/6118/7158/2177/51149/57805/54465/9894/672/151636/63967/3364/4683/440275/80185/84444/595/4361/83990/79858/8914/146956/641/51499/79184/1112/80254/84142/90381/51776/84126/2074/11073/1017/580/675/9675/163859/5810/65975/7157/1407/80198/54584/1111","GO:0000077","GO:0000077","DNA damage checkpoint signaling","DNA damage checkpoint signaling",2.58754907126523,-0.131795267091378,TRUE,FALSE,2.87011389852211,2.87011389852211,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0010506","regulation of autophagy","either",0.05,"opposite direction",-2.86834624724881,2.86834624724881,1.10814162342633,-1.76020462382248,0.558292967379263,6.92345048452091e-05,"15944/20539/54396/60440/66725/16145/18555/67811/11739/29869/218460/67790/17168/20787/230784/12257/71712/12176/67171/11651/68943/68617/24088/207565/13690/80280/18777/11740/319757/52639/54636/76983/68441/74370/268656/77006/59029/233979/17772/235180/64704/50868/329015/67974/26395/381038/236082/14232/79554/230674/15442/22333/208643/26417/81601/223649/74006/22084/68970/107607/56716/19893/50883/17281/20821/320528/93679/18709/70381/17210/56717/15251/93687/14083/72344/66508/19720/83669/67006/12177/67013/16189/224023/22433/12995/69903/75747/26965","1649/1263/79837/53373/706/29110/64127/64798/10524/5476/25827/65125/23352/9682/10213/9550/254122/9681/140775/79156/26191/51375/55294/2773/27429/9821/25851/65018/55626/6720/9114/5127/10075/4218/23604/26353/596/55187/60412/2931/81603/92140/29919/55763/79142/84749/8454/8878/23545/10043/7855/55062/10868/7405/54922/55737/535/6774/6721/1020/51100/5562/4943/8678/7178/9978/112574/84861/160760/533/2308/10670/143686/51606/528/22933/9706/5290/2033/64121/29978/8723/10273/2081/9528/7107/3708/120892/3082/523/4734/1642/291","GO:0010506","GO:0010506","regulation of autophagy","regulation of autophagy",-4.15967740945796,0.253137842770412,TRUE,FALSE,-2.86834624724881,2.86834624724881,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0031297","replication fork processing","either",0.05,"opposite direction",2.86754009726681,2.86754009726681,-1.06140337403442,1.80613672323239,0.646905486586135,0.0143628544489989,"193838/18538/104806/20585/11920/327762/22589/234736/11545/26909/74335/71711/54380/20892/107373/12534/77782/12189/12144","64710/63901/1663/201254/142/5965/348654/9156/5889/197342/29980/55159/7517/54465/7486/1763/672/4683/6596/4361/4796/8914/146956/374393/641/5932/6419/10721/580/55218/675/5111/201973/80198/51750/259282/57697","GO:0031297","GO:0031297","replication fork processing","replication fork processing",1.84275924057729,-0.189159165471077,TRUE,FALSE,2.86754009726681,2.86754009726681,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046434","organophosphate catabolic process","either",0.05,"opposite direction",-2.86270460662933,2.86270460662933,1.44515784008387,-1.41754676654546,0.120722657025785,0.049607694855042,"18641/547253/22436/18573/243853/12833/27226/14635/74747/15254/12799/14751/15452/67452/22601/12499/66129/11674/108155/238871/225913/15926/193742/74370/56327/18578/50773/171210/18805/18113/18795/71207/50721/239017/72141/110446/72157/23984/232449/53893/381101/11820/19384/22271/14433/13808/18618/208727/56409/15937/76952/11666/19164/16548/20975/56428/56716/76025/21991/20779/18783","5213/56953/11332/5138/5049/284958/55753/23236/5048/5232/441531/11182/375775/5142/283748/5027/84676/3101/5313/5207/5580/8473/123745/5150/7920/5571/2821/53632/26090/3094/89/9611/405/956/26137/5562/2584/38/5141/6714/3098/9759/5236/978/2033/284161/272/5151/7415/5321/5144/5515/5230/8398/2026/230/5168/2027/7498","GO:0046434","GO:0046434","organophosphate catabolic process","organophosphate catabolic process",-1.30445095306852,0.918211214593153,TRUE,FALSE,-2.86270460662933,2.86270460662933,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045005","DNA-templated DNA replication maintenance of fidelity","either",0.05,"opposite direction",2.85167025065493,2.85167025065493,-0.980886167355081,1.87078408329985,0.738690523838061,0.00742570313825155,"193838/18538/104806/20585/11920/327762/22589/234736/11545/26909/74335/71711/54380/20892/107373/12534/77782/12189/12144","64710/63901/1663/201254/142/84515/5965/91607/348654/9156/5889/197342/29980/55159/7517/54465/7486/1763/672/4683/10535/6596/4361/4796/8914/146956/374393/641/5426/5932/6419/10721","GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","DNA-templated DNA replication maintenance of fidelity",2.12926241681149,-0.131537472213935,TRUE,FALSE,2.85167025065493,2.85167025065493,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","either",0.05,"opposite direction",2.84445694113555,2.84445694113555,-0.910325188991472,1.93413175214408,0.868491794475954,0.00131857080547807,"268697/67333/235559/12545/12534/381921/22390/76843/269582/12189/18712/330177/108000/12144","2273/1026/29997/1063/23560/26271/58493/9928/5889/80279/29980/27183/80174/6790/990/51149/54465/672/994/63967/3364/4683/995/54984/595/140901/4361/641/79184/4998/1112/5932/84142/90381/9088/57099/11073/9212/84936/92421/580/60672","GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","regulation of G2/M transition of mitotic cell cycle",2.87989654421505,-0.0612342804185507,TRUE,FALSE,2.84445694113555,2.84445694113555,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","either",0.05,"opposite direction",2.84441007191127,2.84441007191127,-1.14424198151306,1.70016809039821,0.542674596192902,0.0196726878673735,"26951/66591/74335/107995/12237/12704/24010/23834/219114/52696/12235/268697/229841/29861/11799/11789/70385/52276/16319/68501/12236","10460/54908/11130/9787/701/1063/221150/8379/332/147841/57082/10783/55143/699/348654/26271/55755/9319/7517/8110/55055/83540/990/220134/7272/57405/9275","GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","metaphase/anaphase transition of mitotic cell cycle",1.70613629863586,-0.265460508237129,TRUE,FALSE,2.84441007191127,2.84441007191127,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042593","glucose homeostasis","either",0.05,"opposite direction",-2.83594734576114,2.83594734576114,1.53618970402114,-1.29975764174,0.0328273640639123,0.141986288719521,"74551/12870/14119/246730/12842/20317/70310/20587/192185/14118/19275/23960/18555/109552/12286/18576/68938/19056/230784/102093/14694/22393/11651/11674/63959/19326/241296/108155/80976/23961/68441/74370/74998/67389/16971/50721/228869/12288/78894/52055/215999/14629/19376","8609/2778/2729/111/5532/2876/84467/9990/51094/1050/65220/10524/9572/9854/283450/3101/8473/5127/7776/4089/6722/8840/408/5007/6659/6810/5166/2730/26137/6774/51024/6934/5562/150/51714/2308/3098/5295/10670/143686/2081/8398/5019/5176","GO:0042593","GO:0042593","glucose homeostasis","glucose homeostasis",-0.847753592384267,1.4837639883781,FALSE,TRUE,-2.83594734576114,2.83594734576114,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0044839","cell cycle G2/M phase transition","either",0.05,"opposite direction",2.8327444937793,2.8327444937793,-1.01493904507878,1.81780544870052,0.711650623807749,0.00196184827727671,"20184/107995/57261/12704/22410/71375/23834/12566/53892/268697/67333/235559/12545/12534/381921/22390/76843/269582/11799/237877/12428/12189/18005/18712/330177/108000/18008/12144/71276","2273/4869/1026/29997/1021/1063/23560/332/9833/2305/26271/58493/9928/5889/92002/10776/8558/80279/284001/29980/27183/10763/80174/6790/990/51149/54465/672/23326/994/63967/3364/4683/995/54984/595/140901/4361/641/26993/79184/4998/1112/5932/7319/84142/90381/9088/57099/11073/9212/84936/23194/92421/1017/580/60672","GO:0044839","GO:0044839","cell cycle G2/M phase transition","cell cycle G2/M phase transition",2.7073345825266,-0.147733165621337,TRUE,FALSE,2.8327444937793,2.8327444937793,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0035710","CD4-positive, alpha-beta T cell activation","either",0.05,"opposite direction",-2.82878615948161,2.82878615948161,0.901812351320073,-1.92697380816154,0.837839473042205,0.00240145471251993,"16859/15944/16453/16950/66592/20852/16952/12394/13039/58185/65960/108655/16852/103743/233912/60533/21813/12608/12400/56468/56717/16189/14462/12703/16452/16193/21803/19698","5914/2625/3594/64410/8651/284194/3965/27086/5699/10538/84695/942/5692/60437/3071/5687/4297/975/6097/3716/29110/64332/5690/865/6693/338567/64218/5685/5684/4221/8807/57045/301/1051/8546/3726/4063/6774/3718/5689/6776/538/5295/51043/149041/5686/2033/3956/5691","GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","CD4-positive, alpha-beta T cell activation",-2.61952559902633,0.0768391826229483,TRUE,FALSE,-2.82878615948161,2.82878615948161,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0044282","small molecule catabolic process","either",0.05,"opposite direction",-2.82730088712755,2.82730088712755,1.4267741927775,-1.40052669435005,0.0779979073828403,0.0354027439701234,"18641/108682/22436/12041/14635/192166/26912/110695/66253/11529/74114/51798/11409/230784/14874/107747/216188/330260/67460/22601/14661/11651/12035/11898/66885/66904/56174/18634/11674/16828/225913/15108/231086/113868/13171/257633/26569/246277/11532/93747/78038/11370/16922/23986/110842/235339/110446/72157/433256/269378/12039/57357/26378/232449/52538/53893/22271/14433/13808/269823/56409/109801/11666/16548/20975/20524/20425/21991/15107/52665/18105/93732/216136/67689/58875/56717/68631/14085/104184/19299/213350/67980/52430/18242/22160/19125/13479/80879/13806/17308/12896/75894/12091/11474/110959/26874/231327","189/4942/374569/215/10007/10247/2805/2530/3242/10295/1376/5444/1737/4051/3067/55289/64064/11283/9784/6783/137872/3667/1066/5213/11332/112817/1610/8529/32/132789/1738/3029/57834/66002/5232/10840/30/2806/5825/1384/55268/25953/5446/3028/9663/254013/3101/160287/219743/222/2109/79411/2098/6342/89/138199/10478/51/23464/2584/38/51380/3098/225/8630/25828/5236/978/2110/55902/84696/1757/10327/2747/35/5230/57016/5973/51005/2026/33/7291/5019/2027/217/7498","GO:0044282","GO:0044282","small molecule catabolic process","small molecule catabolic process",-1.45096307568891,1.10791704890281,TRUE,FALSE,-2.82730088712755,2.82730088712755,"opposite direction"
