"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000000171",3651.11780940542,3933.00981101542,3761.52225231511,3493.49423084823,4034.19049978516,3231.38505270109
"ENSMUSG00000000184",2592.69086511042,3776.10233299066,4699.30937754756,3049.55561378737,3778.70550388456,2778.66503344466
"ENSMUSG00000000194",937.605729387202,1126.22406924352,1087.86072860667,1220.83119691736,1111.2223746429,1401.32192401196
"ENSMUSG00000000223",21.5161067644018,19.6134347530953,11.0653348110024,34.0521098313727,31.5922306758797,27.8154249119417
"ENSMUSG00000000253",366.601357562692,441.818424964462,334.034794607134,192.961955711112,129.116073197073,222.523399295534
"ENSMUSG00000000266",393.082719734264,403.623841497908,354.090713952075,268.63331089194,333.778784966903,215.809331213341
"ENSMUSG00000000275",3598.98262763013,4268.50277389731,4164.02380606532,4334.70746260844,3422.94951496922,3015.57572148775
"ENSMUSG00000000276",430.322135288036,286.975519018973,300.838790174127,372.050829639072,259.605721640924,262.807807788691
"ENSMUSG00000000278",4327.22008734835,5218.20593036298,3899.83893745264,4218.67805133117,4303.41124815352,5108.44665796558
"ENSMUSG00000000282",1429.99355726486,765.956241410352,990.347465584711,1287.67422732709,677.172596661247,908.317496262373
"ENSMUSG00000000290",6.62034054289287,25.8071509909148,12.4485016623777,17.6566495421932,13.7357524677738,8.63237324853364
"ENSMUSG00000000295",414.598826498666,422.204990211367,401.118386898835,668.430304097315,748.59850949367,449.84256150692
"ENSMUSG00000000296",9.10296824647769,4.12914415854637,4.84108397981353,64.3206519037039,32.965805922657,51.7942394912019
"ENSMUSG00000000301",155.578002757982,237.425789116416,239.287865287926,107.201086506173,133.236798937406,132.363056477516
"ENSMUSG00000000317",3128.11090651688,2546.64965978348,2500.07408386084,826.078960724041,668.931145180583,855.564104188001
"ENSMUSG00000000326",1726.25379655931,1960.31118926989,2449.58849378565,1529.82256390574,2089.20795034839,1914.46855600813
"ENSMUSG00000000339",1537.57409108687,1720.8208280742,2095.49777983357,1369.65152877299,1506.81204571478,1557.66379506874
"ENSMUSG00000000340",1290.13886329625,1336.81042132939,1393.54060276061,1213.26406139928,1255.44777555452,1347.60937935442
"ENSMUSG00000000346",2533.93534279224,2623.03882671658,2157.04870471977,1906.91815055687,1678.50895156195,2223.315687789
"ENSMUSG00000000355",412.943741362942,440.786138924825,452.295560399721,567.535163856211,557.671550191615,345.294929941346
"ENSMUSG00000000374",1227.24562813876,1375.00500479594,1385.24160165236,1160.2941127727,1078.25656872024,1152.90140497083
"ENSMUSG00000000378",1417.58041874693,1963.4080473888,2347.92573020956,1204.43573662818,1372.2016715306,1836.77719677133
"ENSMUSG00000000384",2744.95869759695,3332.21933594692,3865.95134959395,2249.96162737662,2594.68364116247,2748.93130336638
"ENSMUSG00000000386",27.3089047394331,21.6780068323685,4.14950055412588,29.0073528193175,8.24145148066426,2.87745774951121
"ENSMUSG00000000399",1645.15462490888,1871.53458986114,1809.18224159889,1687.47122053247,1953.22400091743,1828.14482352279
"ENSMUSG00000000409",26.4813621715715,28.9040091098246,20.0559193449418,64.3206519037039,37.0865316629892,45.080171409009
"ENSMUSG00000000420",2844.26380574035,3780.2314771492,3693.05549317204,3412.77811865535,4161.93299773545,3956.50440557792
"ENSMUSG00000000439",456.803497459608,513.046161699387,522.837069819861,509.520458217576,501.354965073743,551.512735322983
"ENSMUSG00000000441",1118.01000918103,1169.58008290826,1286.34517177902,1148.94340949557,1227.97627061898,1272.79547786713
"ENSMUSG00000000486",58.7555223181742,59.8725902989224,60.1677580348253,56.7535163856211,45.3279831436534,48.9167817416906
"ENSMUSG00000000489",10.7580533822009,12.3874324756391,16.5980022165035,3.78356775904141,4.12072574033213,9.59152583170405
"ENSMUSG00000000531",150.612747350813,129.035754954574,117.5691823669,108.462275759187,94.776692027639,152.505260724094
"ENSMUSG00000000532",302.053037269487,289.040091098246,237.213115010863,224.491687036457,179.938357327836,177.443227886525
"ENSMUSG00000000538",1263.65750112468,1072.54519518242,1134.19681812774,1160.2941127727,958.755522250609,1277.59124078298
"ENSMUSG00000000552",573.486999528095,508.917017540841,574.014243320747,379.617965157155,196.421260289165,336.662556692812
"ENSMUSG00000000555",5734.04245271308,7015.41592537029,9281.04957272823,5102.77171769384,5881.64920670073,5517.04565839617
"ENSMUSG00000000561",1614.535549898,1908.69688728806,2619.71801650481,1536.12851017081,2200.46754533736,1934.61076025471
"ENSMUSG00000000563",11481.325586512,11890.9028905739,12359.9789838896,10494.3557743278,12803.0948752119,9937.77991422856
"ENSMUSG00000000567",3264.65543021404,3106.14869326651,3150.85408743292,1691.25478829151,1723.83693470561,2587.79366939375
"ENSMUSG00000000568",3259.69017480687,2930.66006652829,3361.09544884197,4632.3481263197,4278.68689371153,5287.80819101844
"ENSMUSG00000000579",40.5495858252188,25.8071509909148,14.5232519394406,23.9625958072622,24.7243544419928,20.1422042465785
"ENSMUSG00000000581",965.742176694497,916.670003197295,939.861875509513,809.683500434861,884.582458924631,734.71087870853
"ENSMUSG00000000594",79.4440865147144,68.1308786160152,42.8781723926341,364.483694120989,196.421260289165,375.987812602799
"ENSMUSG00000000600",647.138288067778,539.885598729938,585.07957813175,765.541876579378,670.30472042736,711.69121671244
"ENSMUSG00000000605",767.131960407711,793.82796448054,852.030780447182,861.392259808427,811.78297084543,781.70935528388
"ENSMUSG00000000628",1607.08766678724,2081.08865590737,2251.79563403898,2499.67709947336,2534.24633030426,2522.57129373816
"ENSMUSG00000000631",1919.89875743893,2211.15669690158,1900.47125378965,1986.37307349674,1502.69131997445,1817.59414510792
"ENSMUSG00000000686",19.033479060817,19.6134347530953,25.588586750443,6.30594626506901,21.977203948438,12.4689835812153
"ENSMUSG00000000693",1703.08260465919,2323.67587522197,2305.73914124262,1322.98752641148,999.96277965393,1003.27360199624
"ENSMUSG00000000706",6.62034054289287,14.4520045549123,8.29900110825177,5.04475701205521,23.3507791952154,22.0605094129193
"ENSMUSG00000000708",547.005637356523,698.857648833974,558.107824529931,649.512465302108,557.671550191615,615.7759583954
"ENSMUSG00000000711",1817.28347902409,1757.98312550112,1506.96028457338,1862.77652670139,1846.08513166879,1510.66531849339
