"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.pos.neg_1","sample.pos.neg_2","sample.pos.neg_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000021967",823.720647806,890.747279073912,916.557753873046,849.840178295139,599.822115302915,649.464574716488,732.845475242533,802.679961176532,812.321717454616
"ENSMUSG00000021969",2146.50078071942,1926.68244064005,2173.96246689517,2473.56331687717,1852.94698905638,2074.71160473653,2121.33228327903,2161.26125468891,2105.88525415852
"ENSMUSG00000021972",549.66614116355,453.221633185184,363.744547575599,557.019598727125,596.67619511776,567.238784523025,718.59240279049,511.740946122255,645.877178466143
"ENSMUSG00000021973",1093.1037708125,1190.93303611864,1167.12279294041,1119.54334368673,910.219573571557,1015.30975717146,865.874151461599,898.793742935534,796.943689395899
"ENSMUSG00000021975",656.329400851095,672.965455335577,617.580670703894,501.97813640231,563.119713142772,562.472072048041,634.261724115904,441.603862135956,795.134509624285
"ENSMUSG00000021978",2170.6362628385,2390.69506509155,2538.36123128295,2180.74273730916,2119.30156473285,2348.79757204807,1854.08717480323,1805.38049520288,2143.87802936241
"ENSMUSG00000021981",1093.88233475182,1200.74302817893,1229.9276069103,1084.31680779885,1106.31526511289,1071.31862875252,1008.40487598203,1084.52713201036,1105.40884045606
"ENSMUSG00000021982",348.018080878339,309.995749105018,331.033706966282,320.341310730422,284.181456725682,327.711482655109,305.25330168125,344.191245488319,261.426476998201
"ENSMUSG00000021987",1565.69208198286,1807.9815367106,1577.31673418124,1728.30191699918,1690.40777949003,1671.92440060043,1704.42991405678,1740.43875077112,1667.15915954216
"ENSMUSG00000021990",969.312104459802,904.481267958312,841.977037283805,1033.67866246002,784.382766165351,780.549167778532,1140.24579616342,557.200167224486,711.007650244241
"ENSMUSG00000021993",642.315249943242,687.680443426005,647.020427252279,672.606669609236,624.989476784157,704.281768178798,534.490216951604,729.945207412963,634.117509950653
"ENSMUSG00000021994",709.271748725205,867.203298129227,653.562595374142,572.431208178073,361.780821292842,365.845182454976,460.84934261605,329.904061713332,246.95303882529
"ENSMUSG00000021996",11037.7009678125,14188.1915167907,16839.5407456761,10399.5338916505,11650.3910856912,11404.3595963978,10905.9759378881,13835.1892337418,14159.5454825358
"ENSMUSG00000022000",861.870280832933,693.566438662176,773.28427200424,670.405011116243,647.010918080243,704.281768178798,876.563955800631,700.072004974354,802.37122871074
"ENSMUSG00000022003",980.990563549679,1316.5009344903,1436.66011956118,1531.25348187635,1819.3905070814,1613.53217278188,1365.91944332077,1401.44284483734,1547.75329461564
"ENSMUSG00000022008",999.676098093483,1002.58118856117,1190.02038136693,1058.99773512944,908.12229344812,974.792701134106,1001.27833975601,906.586752267345,1017.66362153279
"ENSMUSG00000022009",892.234274466613,895.652275104055,993.101120898846,1068.9051983479,1007.74309931137,1015.30975717146,924.07419730744,1006.59703869225,1008.61772267472
"ENSMUSG00000022010",6616.23635638506,6164.59901068333,6440.11029916222,6173.45041435122,6118.81476012677,6334.96087925294,4591.86484163312,5607.07021423801,4788.89885546185
"ENSMUSG00000022012",24.1354821190794,23.5439809446849,17.6638539290309,34.1257066413851,17.8268810492125,20.2585280186795,8.31429226369162,10.3906791090813,8.1413089722623
"ENSMUSG00000022013",1624.08437743225,1628.45868200737,1342.45289860635,1588.49660269415,1416.71272338154,1519.38960140096,1782.82181254302,1783.30030209608,1473.57692397948
"ENSMUSG00000022016",3540.90879605075,3348.1502901754,3463.42380371442,3521.55275954165,3550.69524897845,3547.6257595064,3569.20689319905,3230.20236803566,3612.93200391285
"ENSMUSG00000022018",349.575208756989,288.41376657239,202.152994965575,183.838484164881,74.4534443820052,77.4590777184803,160.347065085481,101.309121313543,136.593072756845
"ENSMUSG00000022019",692.143342060052,730.844408491261,788.985475496712,838.831885830176,897.635892830936,843.708108072062,610.506603362499,687.083656088002,520.13918433898
"ENSMUSG00000022020",862.648844772258,847.583314008657,981.979435091679,1074.40934458038,1225.86023214879,1092.76883488994,1092.73555465661,1131.28518800123,1385.83170505621
"ENSMUSG00000022021",2257.83542404291,2616.32488247811,3156.59611879903,2501.08404803958,2686.6158381225,3073.33786824555,2640.38167174093,2796.39151523151,2934.48958955766
"ENSMUSG00000022022",347.239516939013,345.311720522045,336.267441463773,264.199019159111,229.652173516326,272.8942891928,294.563497342218,332.501731490602,305.75138140274
"ENSMUSG00000022023",1516.64255380538,1877.63248033862,2073.21307781847,1750.31850192911,1794.22314560015,1916.21841494333,1612.97269915617,1735.24341121658,1861.64598499065
"ENSMUSG00000022024",2973.33568428272,3142.14045690941,3240.33587075888,3228.73217997363,3027.42385818097,3031.62913408944,2926.63087681945,3245.78838669928,3315.32193148237
"ENSMUSG00000022031",1701.94077136476,1993.39038664999,2270.78655509875,1567.58084701072,1677.82409874941,1819.69248732491,1293.46632502288,1589.77390368944,1854.40926590419
